user id,session id,article id,click,ratings,time spent,user type
6870445,1,8333,no,0,0.0,bounce
1008698,1,8391,no,0,0.0,bounce
9517755,1,7826,no,0,0.0,bounce
9098362,1,6865,no,0,0.0,bounce
8009907,1,5783,no,0,0.0,bounce
4826939,1,6646,no,0,0.0,bounce
2036059,1,5077,no,0,0.0,bounce
5282023,1,2216,no,0,0.0,bounce
6161145,1,9324,no,0,0.0,bounce
3614915,1,3899,no,0,0.0,bounce
8411385,1,8365,no,0,0.0,bounce
3695907,1,4168,no,0,0.0,bounce
2077744,1,3294,no,0,0.0,bounce
7205227,1,5301,no,0,0.0,bounce
5976360,1,8073,no,0,0.0,bounce
8821392,1,4443,no,0,0.0,bounce
4445788,1,5994,no,0,0.0,bounce
2684166,1,6923,no,0,0.0,bounce
3214802,1,203,no,0,0.0,bounce
9038002,1,9093,no,0,0.0,bounce
6107645,1,81,no,0,0.0,bounce
1762838,1,5248,no,0,0.0,bounce
6019663,1,1284,no,0,0.0,bounce
7103019,1,5786,no,0,0.0,bounce
8903035,1,7033,no,0,0.0,bounce
5202872,1,5730,no,0,0.0,bounce
6041067,1,4830,no,0,0.0,bounce
1884556,1,869,no,0,0.0,bounce
4121850,1,2605,no,0,0.0,bounce
2831394,1,1806,no,0,0.0,bounce
2440676,1,7407,no,0,0.0,bounce
3756843,1,6525,no,0,0.0,bounce
1804197,1,64,no,0,0.0,bounce
1191757,1,7737,no,0,0.0,bounce
9311459,1,1182,no,0,0.0,bounce
5934758,1,564,no,0,0.0,bounce
8103660,1,8762,no,0,0.0,bounce
2910275,1,6568,no,0,0.0,bounce
4501385,1,6379,no,0,0.0,bounce
5329643,1,6401,no,0,0.0,bounce
7745281,1,9835,no,0,0.0,bounce
3722989,1,5192,no,0,0.0,bounce
6086391,1,6616,no,0,0.0,bounce
9090947,1,9775,no,0,0.0,bounce
6309398,1,8053,no,0,0.0,bounce
6342034,1,1077,no,0,0.0,bounce
9140431,1,1318,no,0,0.0,bounce
2104493,1,6865,no,0,0.0,bounce
5946713,1,2943,no,0,0.0,bounce
2611058,1,9781,no,0,0.0,bounce
6894831,1,6624,no,0,0.0,bounce
7688571,1,4401,no,0,0.0,bounce
4969320,1,2706,no,0,0.0,bounce
9362526,1,7733,no,0,0.0,bounce
6112445,1,3797,no,0,0.0,bounce
8579993,1,9942,no,0,0.0,bounce
6642764,1,749,no,0,0.0,bounce
4931346,1,4506,no,0,0.0,bounce
1488787,1,6349,no,0,0.0,bounce
7487132,1,3521,no,0,0.0,bounce
2444109,1,298,no,0,0.0,bounce
3761907,1,3646,no,0,0.0,bounce
7301599,1,1312,no,0,0.0,bounce
6619644,1,4293,no,0,0.0,bounce
7608337,1,5853,no,0,0.0,bounce
3519780,1,2482,no,0,0.0,bounce
2663029,1,737,no,0,0.0,bounce
4337020,1,4741,no,0,0.0,bounce
9892286,1,1837,no,0,0.0,bounce
5357801,1,3234,no,0,0.0,bounce
8095550,1,5392,no,0,0.0,bounce
1263151,1,1472,no,0,0.0,bounce
8189753,1,8367,no,0,0.0,bounce
7341972,1,2856,no,0,0.0,bounce
4723370,1,1573,no,0,0.0,bounce
1300407,1,4303,no,0,0.0,bounce
4808992,1,2281,no,0,0.0,bounce
5484229,1,7053,no,0,0.0,bounce
8929828,1,6205,no,0,0.0,bounce
4336960,1,6617,no,0,0.0,bounce
4241647,1,2803,no,0,0.0,bounce
4404222,1,8768,no,0,0.0,bounce
9893943,1,3706,no,0,0.0,bounce
7444232,1,5911,no,0,0.0,bounce
2326901,1,7663,no,0,0.0,bounce
2077019,1,5082,no,0,0.0,bounce
6418870,1,7667,no,0,0.0,bounce
8929703,1,2378,no,0,0.0,bounce
2473589,1,3765,no,0,0.0,bounce
8979788,1,8735,no,0,0.0,bounce
4463702,1,8743,no,0,0.0,bounce
7633773,1,378,no,0,0.0,bounce
1749433,1,8093,no,0,0.0,bounce
1558466,1,5918,no,0,0.0,bounce
4859703,1,815,no,0,0.0,bounce
4891912,1,1538,no,0,0.0,bounce
7918434,1,3924,no,0,0.0,bounce
1258754,1,5736,no,0,0.0,bounce
4266886,1,7906,no,0,0.0,bounce
7240857,1,9070,no,0,0.0,bounce
4481791,1,41,no,0,0.0,bounce
5508163,1,4795,no,0,0.0,bounce
8985667,1,1573,no,0,0.0,bounce
7046463,1,8616,no,0,0.0,bounce
1854033,1,8551,no,0,0.0,bounce
1839093,1,5227,no,0,0.0,bounce
8136726,1,4410,no,0,0.0,bounce
2341913,1,2571,no,0,0.0,bounce
8966752,1,9794,no,0,0.0,bounce
3510116,1,1229,no,0,0.0,bounce
8667122,1,1902,no,0,0.0,bounce
9794703,1,2884,no,0,0.0,bounce
1518216,1,5360,no,0,0.0,bounce
5059838,1,1935,no,0,0.0,bounce
1470590,1,9659,no,0,0.0,bounce
6254648,1,8327,no,0,0.0,bounce
4003317,1,734,yes,4,130,one time
6065740,1,6007,yes,3,107,one time
6065740,1,6819,yes,3,88,one time
6065740,1,2103,yes,3,92,one time
2538475,1,4289,yes,3,96,one time
7045833,1,3960,yes,3,98,one time
7045833,1,3719,yes,3,99,one time
7045833,1,195,yes,4,118,one time
1488312,1,2762,yes,4,142,one time
3710375,1,6569,yes,2,63,one time
8032427,1,495,yes,4,121,one time
9570035,1,8447,yes,3,94,one time
8212269,1,5763,yes,4,122,one time
8212269,1,5150,yes,4,134,one time
5052308,1,726,yes,1,45,one time
5788002,1,2764,yes,3,107,one time
3441668,1,771,yes,4,137,one time
2678405,1,2718,yes,3,99,one time
2678405,1,3676,yes,3,85,one time
4853562,1,7374,yes,2,70,one time
4216041,1,9638,yes,2,83,one time
8126230,1,1959,yes,4,118,one time
1971082,1,9058,yes,3,85,one time
1971082,1,6429,yes,3,88,one time
9939399,1,4195,yes,3,91,one time
4321975,1,4862,yes,4,122,one time
1539251,1,3486,yes,3,97,one time
2454841,1,662,yes,3,107,one time
8880740,1,9939,yes,4,120,one time
8488402,1,4423,yes,1,36,one time
7864971,1,1388,yes,5,157,one time
7864971,1,2322,yes,4,116,one time
1271933,1,1375,yes,4,114,one time
7373777,1,1561,yes,4,132,one time
6823784,1,823,yes,3,90,one time
6823784,1,2037,yes,2,76,one time
1522550,1,2703,yes,4,124,one time
1522550,1,3906,yes,4,132,one time
2999105,1,1011,yes,4,116,one time
2735576,1,2571,yes,2,82,one time
2735576,1,6070,yes,3,103,one time
6334980,1,5712,yes,3,88,one time
9345117,1,4068,yes,3,110,one time
3626394,1,8304,yes,2,71,one time
4085257,1,1308,yes,3,101,one time
4085257,1,2470,yes,3,111,one time
5173967,1,4046,yes,3,99,one time
8820718,1,5770,yes,4,123,one time
2758733,1,8427,yes,3,101,one time
2758733,1,5670,yes,5,158,one time
2758733,1,8577,yes,3,103,one time
9240273,1,3091,yes,3,87,one time
9240273,1,5698,yes,4,125,one time
9240273,1,3215,yes,3,100,one time
3967105,1,5438,yes,3,108,one time
3967105,1,8225,yes,3,104,one time
3967105,1,7469,yes,3,87,one time
4948283,1,7402,yes,3,96,one time
4144343,1,313,yes,4,136,one time
3604035,1,2709,yes,2,73,one time
9505925,1,9010,yes,3,100,one time
6893030,1,8902,yes,2,64,one time
6893030,1,9058,yes,4,134,one time
5921163,1,4110,yes,5,149,one time
7283698,1,4145,yes,3,89,one time
8383975,1,5485,yes,2,71,one time
1390055,1,9610,yes,3,113,one time
1390055,1,9610,yes,3,92,one time
5764273,1,5274,yes,2,74,one time
3773022,1,8308,yes,2,91,one time
3033889,1,9072,yes,3,92,one time
5792573,1,3815,yes,3,91,one time
5792573,1,5389,yes,4,128,one time
9760857,1,8742,yes,3,112,one time
9760857,1,1472,yes,3,94,one time
9760857,1,4455,yes,3,104,one time
6838421,1,6837,yes,2,72,one time
3933541,1,1842,yes,4,131,one time
3933541,1,3172,yes,3,110,one time
3933541,1,8423,yes,2,68,one time
2263430,1,3171,yes,1,54,one time
9857396,1,7026,yes,3,114,one time
4846510,1,9281,yes,2,75,one time
4846510,1,5203,yes,3,113,one time
1139035,1,7186,yes,3,92,one time
2326884,1,3834,yes,3,115,one time
7426565,1,7932,yes,3,108,one time
3243313,1,5532,yes,3,98,one time
9526883,1,7985,yes,3,95,one time
3450515,1,8326,yes,5,163,one time
5642137,1,8802,yes,4,124,one time
8536101,1,3655,yes,2,68,one time
8536101,1,5156,yes,2,69,one time
4739302,1,2780,yes,3,102,one time
4739302,1,3899,yes,3,92,one time
4739302,1,1567,yes,4,126,one time
2666409,1,8886,yes,1,37,one time
4137986,1,6381,yes,5,144,one time
8326340,1,4509,yes,2,83,one time
8649894,1,8722,yes,2,72,one time
8808828,1,3913,yes,4,118,one time
5635914,1,704,yes,4,126,one time
1811068,1,2704,yes,3,108,one time
3235447,1,3520,yes,3,101,one time
3019871,1,7952,yes,2,68,one time
1016381,1,6328,yes,3,95,one time
4227728,1,9298,yes,2,80,one time
7537299,1,4937,yes,3,97,one time
7537299,1,4937,yes,3,93,one time
2787041,1,6012,yes,4,138,one time
2787041,1,4249,yes,3,91,one time
2787041,1,6850,yes,5,145,one time
2518144,1,7680,yes,4,128,one time
2518144,1,8173,yes,2,86,one time
2518144,1,5666,yes,2,73,one time
7742021,1,6479,yes,3,108,one time
2994324,1,2146,yes,5,144,one time
2994324,1,573,yes,5,152,one time
2994324,1,4028,yes,3,105,one time
8159452,1,1843,yes,5,143,one time
1546310,1,6136,yes,4,127,one time
7135583,1,8818,yes,2,81,one time
5203752,1,1072,yes,1,51,one time
5203752,1,8047,yes,4,118,one time
5203752,1,4229,yes,4,130,one time
6798191,1,532,yes,2,79,one time
1260215,1,5729,yes,5,140,one time
9744881,1,5168,yes,4,120,one time
9744881,1,2477,yes,4,117,one time
9744881,1,8406,yes,3,101,one time
9905989,1,9337,yes,3,99,one time
6927220,1,2715,yes,2,55,one time
6927220,1,7711,yes,3,110,one time
6927220,1,6197,yes,2,84,one time
1934732,1,9767,yes,2,86,one time
7769458,1,1599,yes,4,135,one time
7206387,1,7938,yes,3,101,one time
9381776,1,1221,yes,4,138,one time
9381776,1,6709,yes,4,138,one time
9381776,1,1221,yes,1,48,one time
8170697,1,5237,yes,2,78,one time
9961424,1,3093,yes,1,57,one time
9961424,1,7440,yes,2,68,one time
1025274,1,2848,yes,3,106,one time
1025274,1,7546,yes,2,75,one time
1712878,1,4423,yes,1,43,one time
8131297,1,7565,yes,4,126,one time
4978578,1,5991,yes,4,129,one time
4978578,1,4719,yes,4,123,one time
3931410,1,8063,yes,3,98,one time
9121019,1,1943,yes,3,101,one time
2387765,1,3062,yes,4,133,one time
5198675,1,7233,yes,4,122,one time
8955955,1,7576,yes,4,124,one time
8955955,1,7958,yes,3,89,one time
3307086,1,6143,yes,3,89,one time
3307086,1,662,yes,3,88,one time
3307086,1,3404,yes,3,97,one time
1952433,1,120,yes,4,122,one time
3958427,1,6198,yes,2,77,one time
3958427,1,2890,yes,3,97,one time
3958427,1,2360,yes,5,147,one time
2083823,1,4644,yes,4,129,one time
2463056,1,634,yes,5,142,one time
1180365,1,2921,yes,3,114,one time
1180365,1,4509,yes,3,98,one time
1180365,1,1933,yes,4,110,one time
2563831,1,4498,yes,3,103,one time
2563831,1,7368,yes,2,84,one time
6071197,1,2776,yes,3,106,one time
4123501,1,1390,yes,2,83,one time
4123501,1,5051,yes,3,84,one time
6010502,1,7906,yes,5,149,one time
8205243,1,7287,yes,3,87,one time
3251278,1,3424,yes,2,79,one time
3251278,1,1342,yes,3,109,one time
3251278,1,3424,yes,3,93,one time
7188994,1,2971,yes,5,145,one time
4420608,1,2482,yes,4,126,one time
2635253,1,961,yes,3,100,one time
5576162,1,603,yes,3,112,one time
9273074,1,9527,yes,3,113,one time
2791098,1,7977,yes,5,156,one time
7467911,1,8195,yes,4,132,one time
5217070,1,5498,yes,1,46,one time
5438120,1,7682,yes,3,109,one time
5304791,1,3338,yes,2,68,one time
9806142,1,3333,yes,3,84,one time
6884150,1,8305,yes,3,101,one time
6431720,1,1636,yes,3,96,one time
9057596,1,5595,yes,4,115,one time
1076009,1,5613,yes,5,135,one time
2717445,1,2862,yes,3,104,one time
6048408,1,7516,yes,3,89,one time
9569775,1,767,yes,4,119,one time
9173216,1,10050,yes,1,45,one time
7131214,1,9082,yes,3,89,one time
7131214,1,1093,yes,4,121,one time
1629216,1,7087,yes,3,110,one time
1629216,1,6223,yes,3,103,one time
1629216,1,6109,yes,3,92,one time
3158082,1,6601,yes,4,142,one time
5146843,1,5724,yes,4,139,one time
1402619,1,1079,yes,2,62,one time
9663838,1,7080,yes,3,100,one time
8201165,1,1401,yes,3,107,one time
6428985,1,5868,yes,4,127,one time
9627405,1,1767,yes,4,128,one time
2770211,1,2483,yes,3,93,one time
2807535,1,7124,yes,2,74,one time
2807535,1,2066,yes,3,110,one time
1999397,1,722,yes,3,110,one time
1999397,1,7546,yes,4,114,one time
2610883,1,1278,yes,3,107,one time
3312834,1,7378,yes,4,132,one time
3312834,1,2061,yes,4,119,one time
9240999,1,733,yes,3,111,one time
9240999,1,7041,yes,2,75,one time
6121391,1,7056,yes,3,107,one time
9883084,1,5106,yes,4,116,one time
4663232,1,9477,yes,3,109,one time
5732582,1,6210,yes,3,106,one time
5645617,1,2573,yes,3,108,one time
9792130,1,85,yes,3,103,one time
9563750,1,6475,yes,3,88,one time
9782449,1,4825,yes,3,103,one time
7476383,1,6629,yes,6,183,one time
3697933,1,9032,yes,4,128,one time
1099062,1,7613,yes,1,47,one time
7381297,1,6347,yes,3,107,one time
5654331,1,403,yes,2,73,one time
7611008,1,9206,yes,3,110,one time
7611008,1,8137,yes,2,59,one time
7611008,1,4487,yes,3,107,one time
6627615,1,4971,yes,3,108,one time
6527316,1,9303,yes,2,76,one time
6198062,1,4401,yes,3,105,one time
1782644,1,6290,yes,2,78,one time
1238342,1,4772,yes,3,114,one time
1238342,1,3520,yes,2,73,one time
3033019,1,5625,yes,3,97,one time
6455635,1,9018,yes,4,140,one time
3148178,1,9342,yes,4,118,one time
3148178,1,6172,yes,1,50,one time
3148178,1,8667,yes,3,105,one time
8484736,1,3891,yes,4,143,one time
3089495,1,7558,yes,4,123,one time
9651977,1,2587,yes,3,107,one time
9651977,1,2304,yes,2,72,one time
3067132,1,2951,yes,3,113,one time
3067132,1,5983,yes,3,106,one time
3067132,1,2759,yes,2,77,one time
8707565,1,3923,yes,3,100,one time
4318029,1,6359,yes,3,105,one time
3846868,1,2533,yes,3,107,one time
6302318,1,7152,yes,4,128,one time
1568520,1,8388,yes,4,140,one time
1568520,1,3851,yes,2,82,one time
8100436,1,8075,yes,3,91,one time
8100436,1,3540,yes,3,107,one time
9406393,1,4886,yes,3,88,one time
1121207,1,1751,yes,3,113,one time
1121207,1,156,yes,4,108,one time
8509884,1,4068,yes,2,73,one time
8581508,1,5322,yes,3,102,one time
8581508,1,5322,yes,4,123,one time
8874354,1,3338,yes,2,84,one time
8874354,1,692,yes,3,91,one time
6122113,1,2765,yes,3,107,one time
1178829,1,2408,yes,3,93,one time
6186869,1,6041,yes,2,74,one time
8858662,1,7823,yes,4,137,one time
3673218,1,6582,yes,4,118,one time
7482524,1,3394,yes,5,149,one time
2835063,1,3720,yes,4,122,one time
4312277,1,2666,yes,2,83,one time
4312277,1,9298,yes,1,47,one time
8770772,1,5038,yes,3,99,one time
4112141,1,8693,yes,5,155,one time
6589469,1,2171,yes,4,122,one time
6589469,1,5348,yes,3,93,one time
7736037,1,6430,yes,3,97,one time
7096584,1,3478,yes,2,63,one time
9890761,1,1134,yes,0,29,one time
1877568,1,4989,yes,4,125,one time
1877568,1,9809,yes,3,87,one time
4657177,1,8147,yes,3,90,one time
4032505,1,5501,yes,5,160,one time
7861339,1,5535,yes,2,68,one time
7861339,1,7010,yes,2,81,one time
7861339,1,4307,yes,3,89,one time
2209440,1,2623,yes,3,83,one time
2209440,1,8141,yes,4,122,one time
6283004,1,4343,yes,3,94,one time
9105758,1,18,yes,2,85,one time
9105758,1,4918,yes,4,115,one time
6044830,1,8367,yes,3,117,one time
7289238,1,7994,yes,4,130,one time
3595358,1,2061,yes,5,145,one time
3595358,1,6570,yes,2,74,one time
3473521,1,8860,yes,2,85,one time
3473521,1,5450,yes,4,132,one time
2410561,1,7503,yes,4,134,one time
2410561,1,2388,yes,3,88,one time
2410561,1,9081,yes,3,101,one time
3626616,1,6214,yes,3,112,one time
6678241,1,7109,yes,2,83,one time
6678241,1,7109,yes,3,104,one time
6678241,1,7991,yes,3,97,one time
9716671,1,8533,yes,2,84,one time
9716671,1,9216,yes,3,106,one time
1821864,1,8802,yes,4,134,one time
7969617,1,5728,yes,3,96,one time
9471426,1,8254,yes,3,111,one time
1953775,1,4440,yes,3,94,one time
6296040,1,205,yes,4,130,one time
3422547,1,6818,yes,2,64,one time
5700567,1,5002,yes,3,96,one time
1455235,1,6466,yes,3,110,one time
1455235,1,1218,yes,3,99,one time
1455235,1,7889,yes,2,75,one time
5772143,1,1663,yes,3,93,one time
5772143,1,3456,yes,4,125,one time
8401770,1,1404,yes,4,113,one time
6957146,1,9781,yes,3,106,one time
1660951,1,5215,yes,3,92,one time
8309390,1,1371,yes,4,135,one time
5990399,1,4132,yes,2,72,one time
4941083,1,1005,yes,4,138,one time
4941083,1,4455,yes,3,112,one time
9534674,1,1437,yes,2,80,one time
1055237,1,3143,yes,1,57,one time
6586974,1,5009,yes,4,118,one time
6586974,1,8392,yes,3,106,one time
5588387,1,5020,yes,3,93,one time
5588387,1,1485,yes,4,120,one time
3501239,1,6660,yes,4,123,one time
8534785,1,9619,yes,3,116,one time
9568020,1,5508,yes,3,101,one time
6451185,1,2717,yes,2,58,one time
7028705,1,4038,yes,3,97,one time
7028705,1,4633,yes,3,88,one time
7028705,1,3168,yes,4,134,one time
1704793,1,6815,yes,3,89,one time
3233681,1,10036,yes,4,133,one time
7469435,1,4664,yes,3,97,one time
5105286,1,2983,yes,3,99,one time
5105286,1,7008,yes,4,121,one time
5105286,1,629,yes,3,88,one time
3282663,1,8221,yes,3,95,one time
3282663,1,8221,yes,3,93,one time
6852049,1,2551,yes,4,118,one time
4721110,1,8193,yes,4,138,one time
4721110,1,7960,yes,3,103,one time
4721110,1,6764,yes,3,91,one time
6952849,1,555,yes,3,108,one time
1646738,1,1117,yes,2,88,one time
1646738,1,3504,yes,2,64,one time
2170336,1,3468,yes,3,112,one time
3355075,1,9466,yes,3,107,one time
2579272,1,6475,yes,5,157,one time
6652561,1,8367,yes,3,101,one time
6652561,1,1961,yes,3,96,one time
6652561,1,7997,yes,3,96,one time
3882685,1,3415,yes,5,145,one time
8796148,1,634,yes,3,113,one time
8796148,1,8060,yes,3,97,one time
7343531,1,2087,yes,3,98,one time
8232834,1,7345,yes,1,58,one time
8232834,1,6564,yes,3,86,one time
2696174,1,8423,yes,4,124,one time
5164475,1,7114,yes,3,109,one time
3727777,1,8591,yes,2,83,one time
4904691,1,2193,yes,2,75,one time
2886513,1,3463,yes,3,102,one time
8020949,1,7997,yes,3,103,one time
2371828,1,4713,yes,3,94,one time
9082686,1,6614,yes,2,67,one time
3147116,1,24,yes,2,89,one time
1348782,1,7937,yes,3,84,one time
3158896,1,465,yes,2,63,one time
3158896,1,1633,yes,4,124,one time
9122831,1,8251,yes,4,121,one time
9122831,1,2750,yes,2,86,one time
5462823,1,2596,yes,2,92,one time
8547932,1,9553,yes,3,104,one time
8547932,1,8455,yes,3,108,one time
3160356,1,3493,yes,3,93,one time
8825907,1,7687,yes,4,122,one time
7743864,1,8194,yes,3,99,one time
9943040,1,4463,yes,3,103,one time
6900630,1,1481,yes,4,132,one time
9281694,1,5507,yes,3,113,one time
9281694,1,4830,yes,2,83,one time
6833223,1,8484,yes,4,124,one time
6833223,1,3274,yes,5,143,one time
6833223,1,4787,yes,1,45,one time
8928899,1,6492,yes,4,118,one time
3122154,1,4781,yes,4,130,one time
3122154,1,8536,yes,4,117,one time
6684898,1,2159,yes,3,109,one time
7560463,1,2311,yes,2,83,one time
2528881,1,4161,yes,2,77,one time
2528881,1,4161,yes,4,127,one time
2528881,1,9208,yes,4,139,one time
1839837,1,3293,yes,4,122,one time
3483305,1,1437,yes,2,84,one time
5314802,1,4361,yes,4,130,one time
5314802,1,5867,yes,3,105,one time
9115486,1,8963,yes,3,98,one time
5184390,1,16,yes,3,88,one time
6433590,1,3404,yes,2,72,one time
6433590,1,3404,yes,4,113,one time
2139282,1,8662,yes,3,110,one time
2139282,1,5428,yes,2,68,one time
2139282,1,4048,yes,1,53,one time
8873911,1,8651,yes,3,91,one time
7281213,1,4058,yes,4,116,one time
2148158,1,6052,yes,4,122,one time
6624447,1,8577,yes,3,113,one time
6624447,1,777,yes,3,114,one time
4146778,1,4590,yes,2,82,one time
5031849,1,7664,yes,1,54,one time
6650390,1,7514,yes,4,129,one time
6650390,1,4772,yes,3,91,one time
7167012,1,481,yes,2,74,one time
7902511,1,9837,yes,3,88,one time
3443880,1,4970,yes,3,89,one time
6999152,1,1884,yes,3,99,one time
9276578,1,8912,yes,2,80,one time
3209384,1,7826,yes,4,113,one time
3209384,1,9217,yes,2,75,one time
3209384,1,2478,yes,4,130,one time
6932829,1,9641,yes,3,103,one time
2141061,1,5841,yes,3,104,one time
7188239,1,9310,yes,3,107,one time
7073753,1,6069,yes,4,120,one time
4835654,1,1444,yes,3,106,one time
3812421,1,5404,yes,2,80,one time
7842970,1,5356,yes,3,89,one time
7842970,1,7502,yes,2,71,one time
2780842,1,5030,yes,2,78,one time
4140913,1,1068,yes,3,94,one time
1099542,1,2067,yes,4,126,one time
1099542,1,9591,yes,4,116,one time
1099542,1,3522,yes,2,77,one time
5553380,1,700,yes,3,108,one time
5553380,1,700,yes,2,71,one time
5553380,1,58,yes,4,119,one time
6355625,1,4,yes,2,65,one time
6355625,1,9511,yes,2,79,one time
6355625,1,9511,yes,2,78,one time
3021729,1,7395,yes,3,121,one time
4074888,1,6089,yes,3,99,one time
5167223,1,3711,yes,3,105,one time
7005098,1,89,yes,1,52,one time
7005098,1,89,yes,4,121,one time
7005098,1,6833,yes,2,80,one time
7317984,1,5969,yes,3,111,one time
7738723,1,4396,yes,2,62,one time
9093080,1,8051,yes,2,78,one time
